AccountNumber,Balance
ACC101270,289387.53
ACC101271,304664.33
ACC101272,315000.58
ACC101273,281508.87
ACC101274,90851.51
ACC101275,146386.61
ACC101276,676569.36
ACC101277,910887.22
ACC101278,119208.18
ACC101279,908059.13
ACC101280,728380.84
ACC101281,169741.97
ACC101282,298775.08
ACC101283,591323.18
ACC101284,94139.49
ACC101285,270666.04
ACC101286,637693.85
ACC101287,691267.00
ACC101288,939271.20
ACC101289,43546.28
ACC101290,18115.11
ACC101291,219381.77
ACC101292,513882.22
ACC101293,812106.63
ACC101294,519256.78
ACC101295,664971.53
ACC101296,955853.22
ACC101297,280003.16
ACC101298,536420.75
ACC101299,684974.08
ACC101300,989393.85
ACC101301,319255.25
ACC101302,735643.80
ACC101303,189288.78
ACC101304,438943.89
ACC101305,777654.40
ACC101306,323688.25
ACC101307,146782.64
ACC101308,201305.49
ACC101309,141586.97
ACC101310,466545.05
ACC101311,626160.53
ACC101312,630325.93
ACC101313,866440.08
ACC101314,536525.26
ACC101315,955836.14
ACC101316,98324.06
ACC101317,628429.12
ACC101318,898358.95
ACC101319,357828.64
ACC101320,526763.39
ACC101321,59293.34
ACC101322,298498.77
ACC101323,822537.10
ACC101324,305423.62
ACC101325,438850.59
ACC101326,549042.91
ACC101327,604007.43
ACC101328,204507.29
ACC101329,329884.66
ACC101330,168346.11
ACC101331,879008.38
ACC101332,287741.64
ACC101333,535258.98
ACC101334,654479.47
ACC101335,137871.47
ACC101336,686596.27
ACC101337,948507.38
ACC101338,775228.71
ACC101339,940626.32
ACC101340,766234.99
ACC101341,56447.76
ACC101342,789287.82
ACC101343,808475.76
ACC101344,882756.45
ACC101345,915597.15
ACC101346,677708.71
ACC101347,38107.38
ACC101348,88650.07
ACC101349,223335.85
ACC101350,782510.09
ACC101351,484725.62
ACC101352,299205.71
ACC101353,519876.98
ACC101354,720627.32
ACC101355,739015.64
ACC101356,316862.22
ACC101357,998141.33
ACC101358,486102.13
ACC101359,773513.51
ACC101360,623166.75
ACC101361,725620.59
ACC101362,631565.51
ACC101363,185058.18
ACC101364,419138.68
ACC101365,215232.22
ACC101366,91658.66
ACC101367,682139.89
ACC101368,524393.59
ACC101369,331025.68
ACC101370,576066.08
ACC101371,519035.58
ACC101372,733379.85
ACC101373,199395.72
ACC101374,968302.31
ACC101375,112635.22
ACC101376,43516.49
ACC101377,987189.95
ACC101378,838297.05
ACC101379,342814.93
ACC101380,544893.92
ACC101381,404768.65
ACC101382,312166.37
ACC101383,693100.54
ACC101384,494509.65
ACC101385,714681.45
ACC101386,961336.07
ACC101387,375192.16
ACC101388,569758.97
ACC101389,395171.01
ACC101390,865400.67
ACC101391,608683.55
ACC101392,906086.61
ACC101393,362195.90
ACC101394,918755.42
ACC101395,296011.25
ACC101396,602327.72
ACC101397,114084.97
ACC101398,780130.68
ACC101399,142307.59
ACC101400,194327.91
ACC101401,179292.87
ACC101402,206687.42
ACC101403,640407.18
ACC101404,652929.30
ACC101405,480021.38
ACC101406,230299.12
ACC101407,232770.61
ACC101408,646345.74
ACC101409,552703.29
ACC101410,893049.84
ACC101411,94540.18
ACC101412,289322.96
ACC101413,660516.17
ACC101414,241820.08
ACC101415,365331.18
ACC101416,622290.27
ACC101417,413200.04
ACC101418,118111.03
ACC101419,571688.05
ACC101420,52958.24
ACC101421,505498.43
ACC101422,148975.13
ACC101423,377399.09
ACC101424,270502.38
ACC101425,927524.39
ACC101426,358074.46
ACC101427,25064.00
ACC101428,158596.27
ACC101429,38273.03
ACC101430,332481.19
ACC101431,119447.33
ACC101432,738117.33
ACC101433,557359.97
ACC101434,670862.40
ACC101435,721227.29
ACC101436,843347.22
ACC101437,29859.13
ACC101438,312159.90
ACC101439,68762.90
ACC101440,376924.27
ACC101441,484846.72
ACC101442,700778.29
ACC101443,555453.49
ACC101444,68677.93
ACC101445,999927.47
ACC101446,334637.99
ACC101447,301153.55
ACC101448,601786.21
ACC101449,51626.94
ACC101450,956227.70
ACC101451,577931.87
ACC101452,366445.22
ACC101453,215078.37
ACC101454,984008.69
ACC101455,423227.60
ACC101456,646424.95
ACC101457,715915.60
ACC101458,942177.31
ACC101459,767157.08
ACC101460,237508.91
ACC101461,362702.40
ACC101462,540883.35
ACC101463,345364.11
ACC101464,308875.90
ACC101465,649587.24
ACC101466,936531.97
ACC101467,884382.06
ACC101468,208979.51
ACC101469,266166.40
ACC101470,952763.45
ACC101471,42990.49
ACC101472,326417.49
ACC101473,954771.39
ACC101474,577108.91
ACC101475,720499.63
ACC101476,443655.32
ACC101477,624566.48
ACC101478,856162.51
ACC101479,661284.90
ACC101480,167279.49
ACC101481,176948.93
ACC101482,543389.62
ACC101483,234219.98
ACC101484,702703.47
ACC101485,587790.74
ACC101486,868407.38
ACC101487,655920.39
ACC101488,203935.47
ACC101489,569041.49
ACC101490,994728.27
ACC101491,327910.83
ACC101492,840139.72
ACC101493,825133.42
ACC101494,84549.02
ACC101495,709968.17
ACC101496,630283.67
ACC101497,308486.01
ACC101498,574196.95
ACC101499,304968.07
ACC101500,255161.66
ACC101501,283202.97
ACC101502,582311.98
ACC101503,724577.14
ACC101504,622521.07
ACC101505,566786.85
ACC101506,34747.17
ACC101507,180083.43
ACC101508,915889.91
ACC101509,806366.10
ACC101510,355512.71
ACC101511,148546.78
ACC101512,501015.54
ACC101513,148537.35
ACC101514,931867.10
ACC101515,421276.92
ACC101516,995572.18
ACC101517,380470.05
ACC101518,883876.08
ACC101519,289410.72
ACC101520,987980.38
ACC101521,164403.36
ACC101522,964414.87
ACC101523,860060.93
ACC101524,69804.73
ACC101525,558085.21
ACC101526,354679.91
ACC101527,566148.16
ACC101528,833256.45
ACC101529,860060.45
ACC101530,662806.85
ACC101531,753603.06
ACC101532,440826.00
ACC101533,411010.35
ACC101534,229157.19
ACC101535,711140.12
ACC101536,268005.92
ACC101537,690577.78
ACC101538,731241.18
ACC101539,250255.25
ACC101540,292437.11
ACC101541,93282.67
ACC101542,624085.75
ACC101543,386488.07
ACC101544,173623.09
ACC101545,57239.70
ACC101546,288135.92
ACC101547,787316.14
ACC101548,366603.72
ACC101549,715434.57
ACC101550,816494.87
ACC101551,797311.83
ACC101552,960666.26
ACC101553,491298.51
ACC101554,556461.71
ACC101555,217393.82
ACC101556,560294.30
ACC101557,348239.85
ACC101558,636918.78
ACC101559,262143.98
ACC101560,450115.82
ACC101561,216649.42
ACC101562,983148.36
ACC101563,487236.25
ACC101564,708609.26
ACC101565,81691.00
ACC101566,744126.49
ACC101567,698038.15
ACC101568,196762.98
ACC101569,140920.85
ACC101570,754245.38
ACC101571,400396.57
ACC101572,267755.37
ACC101573,652450.18
ACC101574,21757.78
ACC101575,645508.10
ACC101576,242034.07
ACC101577,911971.57
ACC101578,110015.97
ACC101579,692600.41
ACC101580,768920.97
ACC101581,100515.74
ACC101582,464795.04
ACC101583,205915.00
ACC101584,151054.69
ACC101585,634287.16
ACC101586,71644.01
ACC101587,386182.41
ACC101588,311605.64
ACC101589,193346.79
ACC101590,471300.58
ACC101591,941420.08
ACC101592,676259.04
ACC101593,117268.16
ACC101594,428734.15
ACC101595,267459.11
ACC101596,302459.82
ACC101597,893187.59
ACC101598,272349.16
ACC101599,865119.57
ACC101600,637348.28
ACC101601,994901.53
ACC101602,44284.21
ACC101603,868405.54
ACC101604,343188.65
ACC101605,10834.55
ACC101606,910585.31
ACC101607,736479.57
ACC101608,684903.53
ACC101609,123808.35
ACC101610,811309.85
ACC101611,401502.41
ACC101612,978574.79
ACC101613,586587.40
ACC101614,205335.37
ACC101615,504687.58
ACC101616,122457.34
ACC101617,744159.23
ACC101618,12801.32
ACC101619,324121.43
ACC101620,603175.08
ACC101621,76627.06
ACC101622,279703.65
ACC101623,630038.26
ACC101624,929328.97
ACC101625,745450.19
ACC101626,634191.56
ACC101627,716315.72
ACC101628,792745.39
ACC101629,20562.39
ACC101630,882582.52
ACC101631,490970.27
ACC101632,704027.80
ACC101633,796630.83
ACC101634,125015.72
ACC101635,573382.48
ACC101636,913948.84
ACC101637,863388.01
ACC101638,506006.31
ACC101639,191871.72
ACC101640,55529.63
ACC101641,107577.11
ACC101642,523941.69
ACC101643,542065.31
ACC101644,733401.48
ACC101645,312595.06
ACC101646,815778.30
ACC101647,454271.05
ACC101648,717230.73
ACC101649,306401.02
ACC101650,938851.17
ACC101651,926763.23
ACC101652,294610.59
ACC101653,988677.60
ACC101654,260800.83
ACC101655,471530.90
ACC101656,605884.02
ACC101657,544589.07
ACC101658,941151.11
ACC101659,909613.45
ACC101660,438860.17
ACC101661,704776.57
ACC101662,594038.10
ACC101663,784661.83
ACC101664,215322.36
ACC101665,849462.10
ACC101666,120995.35
ACC101667,225815.48
ACC101668,663598.14
ACC101669,338703.32
ACC101670,785541.37
ACC101671,664373.31
ACC101672,332273.47
ACC101673,300948.36
ACC101674,87595.73
ACC101675,823063.28
ACC101676,169380.07
ACC101677,158085.25
ACC101678,575466.02
ACC101679,521979.07
ACC101680,19071.24
ACC101681,617162.15
ACC101682,596302.76
ACC101683,341453.03
ACC101684,273924.24
ACC101685,256875.57
ACC101686,522510.77
ACC101687,319273.92
ACC101688,95567.98
ACC101689,240780.18
ACC101690,541635.37
ACC101691,187733.42
ACC101692,679332.45
ACC101693,218969.36
ACC101694,500707.88
ACC101695,44999.50
ACC101696,770052.60
ACC101697,895707.90
ACC101698,942939.50
ACC101699,735265.94
ACC101700,146031.51
ACC101701,302168.07
ACC101702,824994.88
ACC101703,653015.70
ACC101704,136479.07
ACC101705,321027.83
ACC101706,366854.95
ACC101707,978562.06
ACC101708,494489.90
ACC101709,743234.83
ACC101710,533496.73
ACC101711,144795.50
ACC101712,502809.98
ACC101713,576722.29
ACC101714,208270.62
ACC101715,418764.73
ACC101716,233264.51
ACC101717,982282.63
ACC101718,471948.92
ACC101719,516359.85
ACC101720,62780.03
ACC101721,183162.55
ACC101722,868947.53
ACC101723,213941.09
ACC101724,989431.92
ACC101725,852237.52
ACC101726,263190.32
ACC101727,947270.26
ACC101728,140883.88
ACC101729,973856.70
ACC101730,810489.29
ACC101731,875554.06
ACC101732,664959.09
ACC101733,86619.03
ACC101734,272156.20
ACC101735,376795.85
ACC101736,77893.23
ACC101737,398448.25
ACC101738,805839.89
ACC101739,969979.49
ACC101740,950067.91
ACC101741,666380.24
ACC101742,124300.77
ACC101743,189872.49
ACC101744,581707.77
ACC101745,650457.93
ACC101746,120988.35
ACC101747,541436.29
ACC101748,642148.79
ACC101749,934049.22
ACC101750,432878.85
ACC101751,952970.90
ACC101752,975844.67
ACC101753,901760.63
ACC101754,316060.03
ACC101755,350196.79
ACC101756,916277.18
ACC101757,350914.50
ACC101758,778016.60
ACC101759,257490.92
ACC101760,775371.20
ACC101761,553289.76
ACC101762,922474.12
ACC101763,147444.47
ACC101764,430888.60
ACC101765,360496.44
ACC101766,98000.88
ACC101767,955799.39
ACC101768,427585.59
ACC101769,78961.24
ACC101770,210347.13
ACC101771,445646.02
ACC101772,969666.20
ACC101773,929046.83
ACC101774,950716.78
ACC101775,712528.48
ACC101776,262250.06
ACC101777,147309.29
ACC101778,647822.17
ACC101779,610805.34
ACC101780,18195.76
ACC101781,501318.88
ACC101782,540663.35
ACC101783,371251.89
ACC101784,903681.54
ACC101785,942826.08
ACC101786,91503.35
ACC101787,210466.31
ACC101788,381443.09
ACC101789,427349.86
ACC101790,164476.92
ACC101791,574156.10
ACC101792,724504.14
ACC101793,886497.87
ACC101794,484675.46
ACC101795,898831.72
ACC101796,865607.83
ACC101797,313498.23
ACC101798,625391.77
ACC101799,869823.74
ACC101800,28368.36
ACC101801,142529.00
ACC101802,747488.15
ACC101803,427865.35
ACC101804,605409.28
ACC101805,698478.10
ACC101806,914567.91
ACC101807,941746.29
ACC101808,116441.75
ACC101809,685746.93
ACC101810,190784.64
ACC101811,320744.75
ACC101812,365357.90
ACC101813,992632.57
ACC101814,874715.62
ACC101815,867683.48
ACC101816,489975.47
ACC101817,891679.64
ACC101818,422754.56
ACC101819,481531.37
ACC101820,231068.25
ACC101821,666188.43
ACC101822,888946.42
ACC101823,537486.30
ACC101824,658751.69
ACC101825,678798.17
ACC101826,895090.47
ACC101827,792425.81
ACC101828,284167.00
ACC101829,39734.38
ACC101830,795280.17
ACC101831,584501.00
ACC101832,402716.39
ACC101833,809916.19
ACC101834,312827.83
ACC101835,297474.90
ACC101836,211851.62
ACC101837,247665.11
ACC101838,474737.94
ACC101839,503171.13
ACC101840,501602.24
ACC101841,997238.76
ACC101842,539548.43
ACC101843,659098.12
ACC101844,979653.76
ACC101845,212832.91
ACC101846,848450.42
ACC101847,762955.11
ACC101848,254846.31
ACC101849,713052.79
ACC101850,967126.11
ACC101851,31300.24
ACC101852,63462.35
ACC101853,598149.70
ACC101854,306711.59
ACC101855,136175.99
ACC101856,241607.35
ACC101857,915550.96
ACC101858,276695.63
ACC101859,370937.86
ACC101860,694361.14
ACC101861,198381.26
ACC101862,650407.14
ACC101863,494921.14
ACC101864,208187.04
ACC101865,196781.61
ACC101866,985023.31
ACC101867,965906.41
ACC101868,377335.06
ACC101869,182875.62
ACC101870,242747.52
ACC101871,889608.68
ACC101872,37660.26
ACC101873,887216.67
ACC101874,537959.82
ACC101875,706615.34
ACC101876,422400.48
ACC101877,167468.47
ACC101878,826735.29
ACC101879,589338.00
ACC101880,124018.91
ACC101881,308929.68
ACC101882,480154.37
ACC101883,194618.21
ACC101884,264213.69
ACC101885,41307.18
ACC101886,261296.27
ACC101887,321641.54
ACC101888,690633.89
ACC101889,36876.45
ACC101890,137710.52
ACC101891,969765.47
ACC101892,983712.63
ACC101893,931835.82
ACC101894,106504.46
ACC101895,106754.99
ACC101896,830340.10
ACC101897,935270.19
ACC101898,897962.48
ACC101899,374746.43
ACC101900,122846.20
ACC101901,918683.58
ACC101902,805830.30
ACC101903,249023.12
ACC101904,271948.85
ACC101905,493543.40
ACC101906,888052.51
ACC101907,623388.18
ACC101908,720946.27
ACC101909,164698.21
ACC101910,30841.66
ACC101911,415558.33
ACC101912,195492.96
ACC101913,323888.84
ACC101914,691488.47
ACC101915,396578.24
ACC101916,328796.54
ACC101917,679867.48
ACC101918,101287.91
ACC101919,889769.42
ACC101920,656008.33
ACC101921,249871.61
ACC101922,399361.36
ACC101923,897178.41
ACC101924,253953.53
ACC101925,41369.99
ACC101926,940996.05
ACC101927,434877.31
ACC101928,343157.68
ACC101929,213104.56
ACC101930,220402.70
ACC101931,132796.88
ACC101932,298373.82
ACC101933,420498.21
ACC101934,817509.09
ACC101935,300035.13
ACC101936,691500.30
ACC101937,782479.35
ACC101938,291561.24
ACC101939,922785.79
ACC101940,926902.68
ACC101941,64695.58
ACC101942,630896.11
ACC101943,389170.17
ACC101944,763713.02
ACC101945,227945.06
ACC101946,528278.76
ACC101947,953331.39
ACC101948,402678.55
ACC101949,960449.79
ACC101950,834663.75
ACC101951,590164.15
ACC101952,266566.89
ACC101953,228326.93
ACC101954,611144.81
ACC101955,772004.12
ACC101956,413008.05
ACC101957,320284.83
ACC101958,119198.88
ACC101959,709489.75
ACC101960,586964.24
ACC101961,850177.05
ACC101962,453109.60
ACC101963,520635.67
ACC101964,296766.28
ACC101965,114593.49
ACC101966,285672.05
ACC101967,624920.08
ACC101968,912840.95
ACC101969,332149.32
ACC101970,748935.44
ACC101971,12890.29
ACC101972,821877.15
ACC101973,806552.92
ACC101974,205831.43
ACC101975,536428.59
ACC101976,611238.37
ACC101977,606891.12
ACC101978,486065.71
ACC101979,180397.49
ACC101980,98928.20
ACC101981,145865.18
ACC101982,620616.94
ACC101983,452896.35
ACC101984,473349.83
ACC101985,929943.29
ACC101986,423591.53
ACC101987,198813.24
ACC101988,104474.93
ACC101989,304565.04
ACC101990,198024.38
ACC101991,279744.03
ACC101992,633846.38
ACC101993,842641.33
ACC101994,13495.59
ACC101995,692677.11
ACC101996,955089.01
ACC101997,155637.32
ACC101998,148148.89
ACC101999,140105.90
ACC102000,149286.26
ACC102001,283509.39
ACC102002,235852.95
ACC102003,895432.26
ACC102004,910705.32
ACC102005,232685.77
ACC102006,290837.85
ACC102007,809662.69
ACC102008,497912.94
ACC102009,750139.54
ACC102010,317168.36
ACC102011,658475.55
ACC102012,533322.18
ACC102013,636395.76
ACC102014,408882.74
ACC102015,432750.79
ACC102016,660646.51
ACC102017,771048.60
ACC102018,308529.91
ACC102019,630605.19
ACC102020,764609.88
ACC102021,121033.09
ACC102022,177179.42
ACC102023,764864.89
ACC102024,400572.88
ACC102025,974504.31
ACC102026,957758.58
ACC102027,116732.61
ACC102028,773481.94
ACC102029,881720.94
ACC102030,115786.95
ACC102031,794171.24
ACC102032,885735.65
ACC102033,628813.58
ACC102034,477233.66
ACC102035,292226.31
ACC102036,682183.62
ACC102037,50737.15
ACC102038,322314.27
ACC102039,392148.62
ACC102040,957535.26
ACC102041,446064.55
ACC102042,926573.20
ACC102043,896754.47
ACC102044,666952.93
ACC102045,638574.11
ACC102046,916564.70
ACC102047,260974.51
ACC102048,464540.13
ACC102049,948814.76
ACC102050,546849.75
ACC102051,558993.71
ACC102052,56808.07
ACC102053,653003.58
ACC102054,457867.64
ACC102055,532773.21
ACC102056,549014.44
ACC102057,796717.87
ACC102058,110520.72
ACC102059,261071.12
ACC102060,301516.77
ACC102061,556888.07
ACC102062,723027.50
ACC102063,623343.47
ACC102064,920967.40
ACC102065,707580.85
ACC102066,118753.17
ACC102067,789106.66
ACC102068,87301.51
ACC102069,172981.77
ACC102070,740319.31
ACC102071,220482.69
ACC102072,342028.37
ACC102073,44843.68
ACC102074,575322.66
ACC102075,113723.38
ACC102076,826335.89
ACC102077,941462.53
ACC102078,842460.80
ACC102079,544524.75
ACC102080,848952.82
ACC102081,120974.37
ACC102082,463765.91
ACC102083,851892.37
ACC102084,403586.41
ACC102085,973437.50
ACC102086,128990.49
ACC102087,316208.93
ACC102088,654063.90
ACC102089,793770.74
ACC102090,241966.99
ACC102091,588979.70
ACC102092,832054.56
ACC102093,291164.35
ACC102094,675981.81
ACC102095,914496.74
ACC102096,507433.69
ACC102097,940061.66
ACC102098,25856.53
ACC102099,457362.68
ACC102100,274973.99
ACC102101,233230.49
ACC102102,398522.59
ACC102103,804454.34
ACC102104,43109.68
ACC102105,768799.72
ACC102106,241403.94
ACC102107,295482.45
ACC102108,531017.08
ACC102109,60432.30
ACC102110,278889.63
ACC102111,152817.10
ACC102112,479190.49
ACC102113,223037.59
ACC102114,881582.02
ACC102115,438700.18
ACC102116,936066.07
ACC102117,975596.58
ACC102118,440848.48
ACC102119,166354.26
ACC102120,589055.84
ACC102121,837780.19
ACC102122,702483.89
ACC102123,740824.11
ACC102124,372603.11
ACC102125,298086.56
ACC102126,388007.40
ACC102127,745650.08
ACC102128,828555.37
ACC102129,848204.99
ACC102130,910271.82
ACC102131,542674.36
ACC102132,615274.02
ACC102133,361234.50
ACC102134,161655.79
ACC102135,294419.23
ACC102136,61461.04
ACC102137,320242.44
ACC102138,318137.56
ACC102139,581553.11
ACC102140,528680.40
ACC102141,518443.00
ACC102142,411016.65
ACC102143,781973.47
ACC102144,262987.72
ACC102145,653008.82
ACC102146,879954.05
ACC102147,162987.05
ACC102148,580954.92
ACC102149,291197.55
ACC102150,606342.37
ACC102151,613956.65
ACC102152,178686.72
ACC102153,870083.89
ACC102154,184798.16
ACC102155,983609.28
ACC102156,754174.33
ACC102157,359731.98
ACC102158,812784.10
ACC102159,683965.31
ACC102160,743516.98
ACC102161,294124.96
ACC102162,214023.86
ACC102163,531547.96
ACC102164,920164.93
ACC102165,224589.64
ACC102166,810463.98
ACC102167,716172.34
ACC102168,763398.48
ACC102169,616810.34
ACC102170,530066.04
ACC102171,808188.96
ACC102172,127755.11
ACC102173,524821.91
ACC102174,493680.20
ACC102175,876570.19
ACC102176,219052.70
ACC102177,623603.66
ACC102178,743654.09
ACC102179,942679.47
ACC102180,405029.87
ACC102181,426066.44
ACC102182,779674.24
ACC102183,117951.75
ACC102184,89434.71
ACC102185,840331.73
ACC102186,723615.33
ACC102187,928039.93
ACC102188,137641.71
ACC102189,539247.58
ACC102190,544890.32
ACC102191,791245.26
ACC102192,709561.66
ACC102193,966067.76
ACC102194,130947.92
ACC102195,395251.51
ACC102196,941732.86
ACC102197,298140.74
ACC102198,204156.61
ACC102199,593320.86
ACC102200,925042.29
ACC102201,924312.61
ACC102202,96342.72
ACC102203,349185.99
ACC102204,717523.29
ACC102205,751543.10
ACC102206,25717.79
ACC102207,688886.01
ACC102208,553112.24
ACC102209,771965.56
ACC102210,207833.99
ACC102211,197745.86
ACC102212,267119.36
ACC102213,213292.91
ACC102214,332548.75
ACC102215,681586.66
ACC102216,987479.66
ACC102217,893077.52
ACC102218,62758.60
ACC102219,473081.10
ACC102220,617597.72
ACC102221,160879.43
ACC102222,97879.24
ACC102223,856931.65
ACC102224,21786.03
ACC102225,191878.35
ACC102226,35703.36
ACC102227,111250.32
ACC102228,117919.17
ACC102229,410885.81
ACC102230,590358.85
ACC102231,687157.43
ACC102232,973986.85
ACC102233,147070.74
ACC102234,121620.23
ACC102235,174193.37
ACC102236,625727.19
ACC102237,467006.88
ACC102238,181792.24
ACC102239,655650.22
ACC102240,11456.55
ACC102241,66882.69
ACC102242,910789.00
ACC102243,405382.35
ACC102244,667585.76
ACC102245,423884.47
ACC102246,337874.33
ACC102247,846042.77
ACC102248,964122.94
ACC102249,811870.94
ACC102250,109807.28
ACC102251,998018.65
ACC102252,233711.22
ACC102253,997501.94
ACC102254,489854.88
ACC102255,878603.29
ACC102256,240435.18
ACC102257,839967.30
ACC102258,50287.26
ACC102259,422142.64
